2.0,0.075,inf,0.01,inf,0.001,0.0005,0.0015,1.0
2.0,inf,inf,inf,0.015,0.0045,0.004,0.005,2.0
,0.18,0.1,,0.013000000000000001,0.0045,0.01,0.004,3.0
2.0,0.11,0.09,0.03,0.008,0.015,0.009000000000000001,0.0125,3.0
2.0,0.165,0.15,0.055,0.0215,0.006999999999999999,0.005,0.0125,3.0
1.0,0.21,0.15,0.05,0.0385,0.0155,0.009000000000000001,0.0125,3.0
1.0,0.155,0.11,0.04,0.0385,0.0155,0.009000000000000001,0.005,3.0
2.0,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.0125,3.0
2.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3.0
2.0,0.195,0.15,0.045,0.040999999999999995,0.018000000000000002,0.009000000000000001,0.011000000000000001,3.0
2.0,0.215,0.15,0.055,0.013999999999999999,0.015,0.0025,0.004,3.0
2.0,0.18,0.13,0.055,0.0275,0.0125,0.01,0.009000000000000001,3.0
2.0,0.18,0.13,0.055,0.0275,0.0085,0.0055,0.01,3.0
2.0,0.19,0.14,0.03,0.040999999999999995,0.0125,0.005,0.0125,3.0
2.0,0.165,0.12,0.05,0.021,0.015,0.0045,0.013999999999999999,3.0
2.0,0.215,0.15,0.055,0.040999999999999995,0.015,0.009000000000000001,0.0125,3.0
2.0,0.215,0.15,0.045,0.0495,0.015,0.011000000000000001,0.013999999999999999,3.0
2.0,0.205,0.15,0.065,0.042,0.0175,0.0125,0.013000000000000001,4.0
2.0,0.245,0.19,0.06,0.086,0.042,0.013999999999999999,0.025,4.0
2.0,0.17,0.13,0.095,0.03,0.02,0.008,0.013000000000000001,4.0
2.0,0.205,0.16,0.045,0.0465,0.025,0.015,0.013000000000000001,4.0
2.0,0.245,0.19,0.06,0.086,0.0445,0.0245,0.026000000000000002,4.0
2.0,0.28,0.21,0.085,0.086,0.039,0.013999999999999999,0.03,4.0
2.0,,0.145,,0.037000000000000005,0.0125,0.0095,0.011000000000000001,4.0
2.0,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4.0
2.0,0.325,0.23,0.085,0.086,0.06,0.013999999999999999,0.045,4.0
2.0,0.235,0.16,,,0.0265,0.013000000000000001,0.015,4.0
1.0,0.175,0.125,0.02,0.018000000000000002,0.0095,0.006,0.005,4.0
1.0,0.195,0.145,0.04,0.038,0.01,0.008,0.012,4.0
2.0,0.165,0.12,0.02,0.019,0.0075,0.0025,0.005,4.0
2.0,0.155,0.13,0.05,0.0175,0.005,0.0035,0.005,4.0
2.0,0.135,0.125,0.035,0.028999999999999998,0.0095,0.0055,0.0085,4.0
2.0,0.255,0.18,0.055,0.083,0.042,0.0215,0.025,4.0
2.0,0.28,0.12,0.075,0.086,0.0455,0.013999999999999999,0.0345,4.0
2.0,0.275,0.235,0.07,0.131,,,0.0255,4.0
2.0,0.185,0.13,0.045,0.028999999999999998,0.0125,0.0075,0.0095,4.0
2.0,0.135,0.135,0.04,0.0325,0.0125,0.005,0.0095,4.0
2.0,0.2,0.15,0.065,0.0435,0.02,0.009000000000000001,0.013000000000000001,4.0
2.0,0.225,0.165,0.055,,0.019,0.0125,,4.0
2.0,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.025,4.0
2.0,0.245,0.205,0.06,0.0765,0.042,0.013999999999999999,0.0215,4.0
