1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
NA,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,NA,1,1,1,1,0,0,2,0,1,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
1,0,0,1,NA,0,1,1,1,1,0,0,4,1,0,1,1
1,0,NA,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,1,1,NA,1,0,0,NA,1,0,0,1
1,0,0,1,0,0,0,1,1,1,NA,0,4,1,0,1,1
1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,1
1,0,0,NA,0,0,1,NA,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
0,0,0,1,0,1,1,1,NA,1,0,1,0,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1
1,0,0,NA,0,0,1,1,1,1,0,0,4,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1
1,0,0,1,NA,0,0,1,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
1,0,0,NA,0,0,0,1,1,1,0,0,2,1,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,NA,1
0,1,1,0,1,0,0,0,1,1,NA,0,2,1,1,0,2
0,NA,1,0,1,0,1,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
0,1,1,0,1,1,NA,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,0,0,0,1,1,NA,0,2,1,0,1,2
0,1,1,0,1,1,1,NA,1,1,0,0,2,1,0,0,2
0,1,1,0,1,0,1,0,1,1,0,NA,2,1,0,0,2
0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
0,NA,1,NA,0,0,1,0,1,1,0,0,2,1,0,1,2
0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2
0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,3
0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3
0,0,1,0,0,0,1,1,1,NA,0,0,0,1,0,0,3
0,0,1,0,NA,0,0,0,1,1,0,0,4,1,0,1,3
0,0,1,0,0,0,1,1,NA,1,0,0,4,1,0,0,3
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
0,0,1,0,0,1,0,1,1,NA,0,1,0,1,NA,0,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4
0,0,1,0,0,1,1,1,1,NA,0,1,NA,1,0,1,4
0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,5
0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,5
0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5
0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5
0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
1,0,1,0,1,0,0,0,0,1,1,0,NA,0,1,0,6
1,0,1,0,1,0,0,0,0,1,0,0,6,0,NA,0,6
0,0,1,0,1,0,NA,0,0,1,0,0,6,0,0,0,6
1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,7
