2.0,0.075,,0.01,,0.001,0.0005,0.0015,1.0
2.0,,,,0.015,0.0045,0.004,0.005,2.0
,,0.1,,0.013000000000000001,0.0045,,0.004,3.0
2.0,0.11,0.09,0.03,0.008,,,,3.0
2.0,0.165,,,0.0215,0.006999999999999999,0.005,,3.0
1.0,0.21,0.15,0.05,0.0385,0.0155,,,3.0
1.0,0.155,0.11,0.04,,,,0.005,3.0
2.0,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,,3.0
,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3.0
2.0,0.195,0.15,0.045,,0.018000000000000002,,0.011000000000000001,3.0
2.0,,,,0.013999999999999999,,0.0025,0.004,3.0
,0.18,0.13,,0.0275,0.0125,0.01,0.009000000000000001,3.0
,0.18,,,,0.0085,0.0055,0.01,3.0
2.0,0.19,0.14,0.03,,0.0125,0.005,,3.0
2.0,0.165,0.12,0.05,0.021,,0.0045,0.013999999999999999,3.0
2.0,0.215,0.15,0.055,0.040999999999999995,0.015,0.009000000000000001,0.0125,3.0
2.0,,,0.045,0.0495,,0.011000000000000001,0.013999999999999999,3.0
2.0,,,,0.042,0.0175,0.0125,0.005,4.0
2.0,0.245,0.19,0.06,0.086,0.042,0.013999999999999999,0.025,4.0
2.0,0.17,0.13,0.095,0.03,,0.008,,4.0
2.0,,0.16,0.045,0.0465,0.025,0.015,,4.0
2.0,0.245,0.235,,0.131,0.0445,0.0245,0.026000000000000002,4.0
,0.28,0.21,0.085,,0.039,,0.03,4.0
,,0.145,,0.037000000000000005,0.0125,0.0095,0.011000000000000001,4.0
,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4.0
,0.325,0.23,,,0.06,,0.045,4.0
,0.235,0.16,,,0.0265,,0.015,4.0
1.0,0.175,0.125,,,0.0095,0.006,0.005,4.0
1.0,0.195,0.145,,,0.01,0.008,0.012,4.0
,0.165,,0.02,0.019,,0.0025,0.005,4.0
2.0,0.155,,0.05,0.0175,0.005,0.0035,0.005,4.0
2.0,,0.125,0.035,,0.0095,0.0055,0.0085,4.0
2.0,0.255,0.18,0.055,0.083,,0.0215,,4.0
2.0,0.28,0.12,0.075,,0.0455,,0.0345,4.0
2.0,0.245,0.235,,0.131,0.0445,0.0245,0.026000000000000002,4.0
,0.185,,0.045,0.028999999999999998,,0.0075,0.0095,4.0
2.0,,0.135,0.04,0.0325,,0.005,0.0095,4.0
2.0,0.2,,,0.0435,,0.009000000000000001,,4.0
2.0,0.225,0.165,0.055,0.042,0.0175,0.0125,,4.0
,,0.18,0.065,0.071,0.03,0.013000000000000001,,4.0
2.0,0.245,0.205,0.06,0.0765,,0.013999999999999999,0.0215,4.0
,0.36,,,0.196,0.0875,0.035,0.064,4.0
2.0,0.23,0.165,0.06,,0.019,0.0145,,4.0
,0.24,0.18,0.055,0.0555,0.0235,0.013000000000000001,0.018000000000000002,4.0
2.0,0.135,0.13,0.04,0.028999999999999998,0.0125,0.0065,0.008,4.0
2.0,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4.0
2.0,,0.095,,0.0105,,,0.0035,4.0
,0.165,,0.015,0.0145,0.0055,0.003,0.005,4.0
2.0,,0.145,,0.036000000000000004,0.0125,0.008,0.011000000000000001,4.0
2.0,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4.0
2.0,0.225,0.17,,,0.024,0.013000000000000001,0.016,4.0
2.0,0.275,0.195,0.07,0.0875,,,0.0255,4.0
,0.22,,0.05,0.049,,,0.015,4.0
,,0.15,0.045,,0.0135,0.008,0.0105,4.0
2.0,0.25,0.175,,0.0635,0.0275,0.008,0.02,4.0
2.0,0.255,0.195,0.055,0.0725,0.0285,,0.021,4.0
,0.275,0.2,0.055,,0.038,0.021,0.026000000000000002,4.0
2.0,,,0.075,0.1285,0.051,,0.0405,4.0
2.0,0.255,0.185,0.065,0.07400000000000001,0.0305,0.0165,,4.0
2.0,0.225,0.17,0.05,,0.019,,,4.0
2.0,0.2,0.15,0.04,,,0.006999999999999999,0.0065,4.0
,0.165,0.125,0.04,,0.0095,0.0045,0.008,4.0
2.0,0.25,,0.065,0.0805,0.0345,0.0185,0.0215,4.0
2.0,0.21,,,0.0455,,0.0065,0.013000000000000001,4.0
2.0,0.24,0.185,,,,0.0005,0.02,4.0
2.0,,0.205,0.07,,,0.019,0.0305,4.0
2.0,,0.125,,0.027999999999999997,0.0095,0.008,0.009000000000000001,4.0
2.0,0.17,0.105,0.035,0.042,0.0175,0.0125,0.005,4.0
2.0,0.14,0.105,0.035,0.0145,0.005,0.0035,,4.0
2.0,0.16,0.12,0.02,0.018000000000000002,0.0075,0.0045,0.005,4.0
,,0.18,,0.0635,0.0245,,0.02,4.0
,,0.205,0.075,0.11800000000000001,,0.031,,4.0
2.0,,,0.045,0.032,0.011000000000000001,0.0065,0.01,4.0
2.0,0.3,0.215,,0.1185,0.048,0.0225,0.042,4.0
2.0,0.24,0.175,0.045,,0.0315,0.0235,0.02,5.0
2.0,0.205,0.15,,0.042,0.0255,0.015,0.012,5.0
2.0,,,0.06,0.073,0.0285,0.0235,0.03,5.0
2.0,,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5.0
,0.235,0.16,,,,0.018000000000000002,0.015,5.0
2.0,0.315,0.21,0.06,0.125,,0.0375,0.035,5.0
2.0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5.0
,0.27,0.2,0.07,,0.034,0.0245,,5.0
2.0,,0.175,0.065,0.0645,0.026000000000000002,,0.02,5.0
2.0,0.265,0.21,0.06,,0.0425,0.022000000000000002,0.03,5.0
2.0,,0.205,0.07,0.1055,0.039,0.040999999999999995,,5.0
2.0,,0.22,0.08,,,0.042,0.035,5.0
,0.235,,,0.0705,0.0335,0.015,0.02,5.0
2.0,0.235,0.165,0.08,0.0545,0.0215,0.012,0.0215,5.0
2.0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5.0
,0.275,0.195,,0.08,,0.0215,0.025,5.0
1.0,0.28,,0.08,,,0.0215,0.03,5.0
,0.36,0.27,0.09,0.1885,,,,5.0
1.0,0.2,0.14,0.055,,0.0145,0.008,0.01,5.0
1.0,0.275,,0.07,0.094,0.0335,0.02,0.0325,5.0
2.0,0.255,0.185,0.065,0.079,0.0295,0.013999999999999999,0.0225,5.0
2.0,,0.19,0.075,0.0865,,0.0205,,5.0
1.0,0.28,0.205,,0.1165,,0.0285,0.03,5.0
,0.215,0.155,0.06,,0.021,0.0165,,5.0
2.0,,0.185,,0.08800000000000001,0.0365,0.0185,0.0225,5.0
2.0,0.24,0.175,0.055,,0.025,,0.021,5.0
2.0,0.295,0.23,0.06,0.1115,0.065,0.0185,,5.0
,0.305,,0.07,0.141,0.062,0.031,,5.0
2.0,0.32,0.24,,0.1575,0.07,0.0265,0.0425,5.0
2.0,,0.25,0.075,0.1785,0.0665,,0.045,5.0
2.0,0.42,0.32,0.115,0.376,,0.092,,5.0
,0.25,0.18,0.065,0.0685,0.0245,0.0155,,5.0
2.0,0.28,,0.085,0.1075,0.0415,0.024,0.034,5.0
,0.285,0.22,,0.096,0.0405,,0.03,5.0
,,0.265,0.08,0.2015,0.09,0.0475,0.055,5.0
2.0,0.255,0.185,0.065,0.079,0.0295,0.013999999999999999,0.0225,5.0
2.0,0.25,,0.065,,0.039,0.015,0.025,5.0
,0.305,0.215,0.065,,0.044000000000000004,0.0205,0.038,5.0
2.0,0.31,0.225,0.07,0.1055,,,0.04,5.0
2.0,0.315,,0.08,0.1375,,0.031,0.0445,5.0
2.0,,,0.07,0.1145,0.046,0.0235,0.0385,5.0
,,0.205,0.095,,0.077,0.032,0.0435,5.0
2.0,0.345,,0.085,,0.105,0.037000000000000005,,5.0
2.0,0.32,0.29,0.095,0.18100000000000002,0.096,0.040999999999999995,0.0495,5.0
2.0,,0.28,0.09,,,0.042,,5.0
,0.395,0.27,0.1,,0.1445,,0.08199999999999999,5.0
,0.4,0.29,0.1,,,,0.0765,5.0
2.0,0.365,0.255,,0.1985,,0.0345,0.053,5.0
2.0,0.385,0.3,0.09,0.247,0.1225,0.044000000000000004,0.0675,5.0
2.0,,0.295,0.09,0.3025,0.14300000000000002,0.0665,,5.0
2.0,0.41,0.32,0.095,0.2905,,,0.073,5.0
2.0,0.44,0.34,0.105,,0.16399999999999998,0.08,,5.0
2.0,0.21,0.17,0.045,,0.019,0.011000000000000001,0.013000000000000001,5.0
2.0,0.285,0.21,0.055,0.10099999999999999,,,0.0335,5.0
2.0,0.335,0.255,,0.168,,,,5.0
2.0,0.35,0.26,0.075,0.18,,0.0245,0.055,5.0
2.0,0.275,0.175,,0.2315,,,,5.0
2.0,0.185,0.135,,,0.0105,0.0055,0.009000000000000001,5.0
,0.21,0.15,0.055,0.0465,0.017,0.012,,5.0
2.0,0.29,0.21,0.07,0.1115,,0.0205,0.03,5.0
2.0,0.255,0.185,0.06,0.086,0.04,0.0185,0.0225,5.0
2.0,0.27,,0.065,0.1065,,0.0225,0.0285,5.0
,0.28,0.215,,0.132,,0.022000000000000002,0.033,5.0
2.0,0.325,0.25,0.055,0.166,,0.051,0.045,5.0
2.0,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5.0
1.0,,0.305,,0.3245,0.1395,0.0565,,5.0
,0.37,0.275,0.085,0.2405,,0.0535,0.07,5.0
2.0,,0.15,0.03,,0.0115,,0.01,5.0
2.0,0.26,,0.08,0.099,0.037000000000000005,0.0255,0.045,5.0
,0.29,0.225,0.075,,0.0515,0.0235,,5.0
,0.175,,0.04,0.0305,0.011000000000000001,0.0075,0.01,5.0
1.0,0.155,0.115,,0.024,0.009000000000000001,,,5.0
2.0,,0.2,0.065,,,0.0235,0.027000000000000003,5.0
,0.25,,0.06,0.073,,0.017,0.0225,5.0
2.0,0.255,0.185,0.06,,,0.0185,0.0225,5.0
2.0,0.285,0.21,0.07,,,0.0265,0.033,5.0
2.0,0.23,0.18,0.05,,,,0.02,5.0
2.0,0.28,0.21,0.055,,,0.0265,0.031,5.0
,,0.22,,0.1315,0.066,0.024,0.03,5.0
2.0,0.275,0.205,,0.1055,,0.019,0.0315,5.0
,0.29,0.21,0.06,0.1045,0.0415,0.022000000000000002,0.035,5.0
